District,Season,season_temporal,transplant_month,growth_start_month,harvest_start_month,temp_diurnal_range,temp_mean,gdd_proxy,svp_proxy,vpd_proxy,humidity_mid,season_sin,season_cos,area_log,area_x_diurnal,temp_x_humidity,Season_enc,Crop Name_enc,Transplant_enc,Growth_enc,Harvest_enc,District_enc,AP Ratio
Dinajpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.7650389767805414,12990.0,1993.75,1,56,1,28,13,14,2.474595843
Faridpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.198497031265826,2700.0,1993.75,1,56,1,28,13,15,1.544444444
Feni,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,2.6390573296152584,195.0,1993.75,1,56,1,28,13,16,2.307692308
Gaibandha,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.29156913955832,8085.0,1993.75,1,56,1,28,13,17,3.727272727
Gazipur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.499809670330265,1335.0,1993.75,1,56,1,28,13,18,1.483146067
Gopalganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.859812404361672,1920.0,1993.75,1,56,1,28,13,19,2.109375
Jamalpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.840641657373398,5145.0,1993.75,1,56,1,28,13,21,1.932944606
Jashore,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,8.024207485778577,45795.0,1993.75,1,56,1,28,13,22,5.874222077
Jhenaidah,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,7.4673710669175595,26235.0,1993.75,1,56,1,28,13,24,4.427101201
Joypurhat,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.436150368369428,9345.0,1993.75,1,56,1,28,13,25,3.422150883
Khulna,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.672828834461906,1590.0,1993.75,1,56,1,28,13,27,1.575471698
Kishoreganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.31748811353631,1110.0,1993.75,1,56,1,28,13,28,2.472972973
Kurigram,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.4457198193855785,9435.0,1993.75,1,56,1,28,13,29,2.457869634
Kushtia,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.324358962381311,8355.0,1993.75,1,56,1,28,13,30,3.9497307
Lakshmipur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,0.6931471805599453,15.0,1993.75,1,56,1,28,13,31,1.0
Lalmonirhat,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.723585101952381,4575.0,1993.75,1,56,1,28,13,32,2.603278689
Madaripur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,2.9444389791664403,270.0,1993.75,1,56,1,28,13,33,4.333333333
Magura,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.90527477843843,2010.0,1993.75,1,56,1,28,13,34,3.059701493
Manikganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.131226489483141,6885.0,1993.75,1,56,1,28,13,35,1.806100218
Meherpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.902633333401366,5475.0,1993.75,1,56,1,28,13,36,4.301369863
Munshiganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.812184355372417,1830.0,1993.75,1,56,1,28,13,38,1.524590164
Mymensingh,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.924255797414532,5595.0,1993.75,1,56,1,28,13,39,2.107238606
Naogaon,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,7.291656209174461,22005.0,1993.75,1,56,1,28,13,40,4.170415815
Narail,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.44673737166631,3465.0,1993.75,1,56,1,28,13,41,4.32034632
Narayanganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.2574953720277815,2865.0,1993.75,1,56,1,28,13,42,3.240837696
Narsingdi,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,4.430816798843313,1245.0,1993.75,1,56,1,28,13,43,2.012048193
Natore,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.202535517187923,7395.0,1993.75,1,56,1,28,13,44,4.202839757
Netrokona,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.937536205082426,5670.0,1993.75,1,56,1,28,13,45,4.703703704
Nilphamari,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.808142489980444,4980.0,1993.75,1,56,1,28,13,46,3.18373494
Pabna,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,8.013012110368916,45285.0,1993.75,1,56,1,28,13,48,4.001656178
Panchagar,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.517452896464707,3720.0,1993.75,1,56,1,28,13,49,2.108870968
Rajbari,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.508769136971682,10050.0,1993.75,1,56,1,28,13,52,4.965671642
Rajshahi,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,7.444248649496705,25635.0,1993.75,1,56,1,28,13,53,5.61732007
Rangamati,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,2.0794415416798357,105.0,1993.75,1,56,1,28,13,54,1.714285714
Rangpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.7226297948554485,12450.0,1993.75,1,56,1,28,13,55,2.893975904
Satkhira,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.956545443151569,15735.0,1993.75,1,56,1,28,13,56,2.984747378
Shariatpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,3.7612001156935624,630.0,1993.75,1,56,1,28,13,57,1.952380952
Sherpur,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.655991810819852,4275.0,1993.75,1,56,1,28,13,58,3.438596491
Sirajganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.135798437050262,2535.0,1993.75,1,56,1,28,13,59,3.698224852
Sunamganj,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,90.0,1993.75,1,56,1,28,13,60,2.333333333
Sylhet,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,3.295836866004329,390.0,1993.75,1,56,1,28,13,61,1.576923077
Tangail,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,5.6937321388027,4440.0,1993.75,1,56,1,28,13,62,3.084459459
Thakurgaon,Kharif 2,2,8.0,9.0,1.0,15.0,27.5,17.5,3.6724723278933036,1.0099298901706586,72.5,-0.8660254037844385,-0.5000000000000004,6.499787040655854,9960.0,1993.75,1,56,1,28,13,63,2.042168675
Bagerhat,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.8501476017100584,782.0,1987.5,1,57,11,30,16,0,1.326086957
Bandarban,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,7.340835554123275,26197.0,1987.5,1,57,11,30,16,1,4.063595068
Barguna,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,4.418840607796598,1394.0,1987.5,1,57,11,30,16,2,1.646341463
Barishal,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.367295829986474,476.0,1987.5,1,57,11,30,16,3,1.607142857
Bhola,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.9889840465642745,901.0,1987.5,1,57,11,30,16,4,1.924528302
Bogura,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,102.0,1987.5,1,57,11,30,16,5,3.0
Brahmanbaria,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.6109179126442243,612.0,1987.5,1,57,11,30,16,6,1.388888889
Chandpur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,1.791759469228055,85.0,1987.5,1,57,11,30,16,7,1.2
Chattogram,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,7.660585461703256,36074.0,1987.5,1,57,11,30,16,9,3.885485391
CoxsBazar,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,5.796057750765372,5576.0,1987.5,1,57,11,30,16,11,6.463414634
Cumilla,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.4965075614664802,544.0,1987.5,1,57,11,30,16,12,3.46875
Feni,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.044522437723423,340.0,1987.5,1,57,11,30,16,16,2.6
Gazipur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,7.961370201719511,48739.0,1987.5,1,57,11,30,16,18,3.705615626
Habiganj,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,6.148468295917647,7939.0,1987.5,1,57,11,30,16,20,3.406852248
Jamalpur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,4.624972813284271,1717.0,1987.5,1,57,11,30,16,21,2.910891089
Jashore,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,4.68213122712422,1819.0,1987.5,1,57,11,30,16,22,3.485981308
Jhenaidah,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,0.6931471805599453,17.0,1987.5,1,57,11,30,16,24,2.0
Khagrachari,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,7.665753431861699,36261.0,1987.5,1,57,11,30,16,26,3.953117675
Khulna,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.8903717578961645,289.0,1987.5,1,57,11,30,16,27,3.470588235
Kishoreganj,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.3978952727983707,170.0,1987.5,1,57,11,30,16,28,4.8
Kurigram,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.2188758248682006,408.0,1987.5,1,57,11,30,16,29,3.958333333
Lakshmipur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.367295829986474,476.0,1987.5,1,57,11,30,16,31,2.714285714
Lalmonirhat,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.3978952727983707,170.0,1987.5,1,57,11,30,16,32,2.1
Moulvibazar,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,7.003065458786462,18683.0,1987.5,1,57,11,30,16,37,5.700636943
Mymensingh,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,6.606650186198215,12563.0,1987.5,1,57,11,30,16,39,8.765899865
Narayanganj,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.5649493574615367,204.0,1987.5,1,57,11,30,16,42,4.5
Narsingdi,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,5.6131281063880705,4641.0,1987.5,1,57,11,30,16,43,4.652014652
Netrokona,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.5553480614894135,578.0,1987.5,1,57,11,30,16,45,4.823529412
Nilphamari,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.302585092994046,153.0,1987.5,1,57,11,30,16,46,6.222222222
Noakhali,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.1780538303479458,391.0,1987.5,1,57,11,30,16,47,1.217391304
Panchagar,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.8903717578961645,289.0,1987.5,1,57,11,30,16,49,2.588235294
Patuakhali,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,4.875197323201151,2210.0,1987.5,1,57,11,30,16,50,2.569230769
Pirojpur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.6109179126442243,612.0,1987.5,1,57,11,30,16,51,2.472222222
Rangamati,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,8.106212902619962,56338.0,1987.5,1,57,11,30,16,54,7.592033796
Rangpur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.8501476017100584,782.0,1987.5,1,57,11,30,16,55,2.086956522
Satkhira,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.2188758248682006,408.0,1987.5,1,57,11,30,16,56,2.75
Sherpur,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.828641396489095,765.0,1987.5,1,57,11,30,16,58,5.777777778
Sunamganj,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,3.4965075614664802,544.0,1987.5,1,57,11,30,16,60,2.75
Sylhet,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,5.831882477283517,5780.0,1987.5,1,57,11,30,16,61,3.047058824
Tangail,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,9.79773807235252,305864.0,1987.5,1,57,11,30,16,62,7.102879057
Thakurgaon,Kharif 2,2,9.0,9.0,6.0,17.0,26.5,16.5,3.4632159810502143,0.8658039952625536,75.0,-0.8660254037844385,-0.5000000000000004,2.8903717578961645,289.0,1987.5,1,57,11,30,16,63,2.117647059
Bagerhat,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.131226489483141,8262.0,1470.0,1,58,1,28,7,0,2.851851852
Bandarban,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.262690188904886,3456.0,1470.0,1,58,1,28,7,1,1.671875
Barguna,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,4.762173934797756,2088.0,1470.0,1,58,1,28,7,2,2.422413793
Barishal,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.525029657843462,12258.0,1470.0,1,58,1,28,7,3,2.720998532
Bhola,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.257667587882639,9378.0,1470.0,1,58,1,28,7,4,2.775431862
Bogura,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.6131281063880705,4914.0,1470.0,1,58,1,28,7,5,3.139194139
Brahmanbaria,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.440946540632921,11268.0,1470.0,1,58,1,28,7,6,4.083067093
Chandpur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.594711379601839,4824.0,1470.0,1,58,1,28,7,7,2.320895522
Chapai Nawabganj,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.247024072160486,3402.0,1470.0,1,58,1,28,7,8,2.714285714
Chattogram,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.715383386334681,14832.0,1470.0,1,58,1,28,7,9,3.858009709
Chuadanga,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.62273632394984,13518.0,1470.0,1,58,1,28,7,10,2.952063915
CoxsBazar,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,4.653960350157523,1872.0,1470.0,1,58,1,28,7,11,1.961538462
Cumilla,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.842683282238422,16848.0,1470.0,1,58,1,28,7,12,3.003205128
Dhaka,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.818924065275521,16452.0,1470.0,1,58,1,28,7,13,2.214442013
Dinajpur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.333279628139691,10116.0,1470.0,1,58,1,28,7,14,3.224199288
Faridpur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.336825731146441,10152.0,1470.0,1,58,1,28,7,15,2.25177305
Feni,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,4.983606621708336,2610.0,1470.0,1,58,1,28,7,16,1.875862069
Gaibandha,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.541263545158426,4572.0,1470.0,1,58,1,28,7,17,2.035433071
Gazipur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.991464547107982,7182.0,1470.0,1,58,1,28,7,18,2.127819549
Gopalganj,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.0014148779611505,7254.0,1470.0,1,58,1,28,7,19,5.76426799
Habiganj,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,4.700480365792417,1962.0,1470.0,1,58,1,28,7,20,4.018348624
Jamalpur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.030685260261263,7470.0,1470.0,1,58,1,28,7,21,2.708433735
Jashore,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.96979066990159,19134.0,1470.0,1,58,1,28,7,22,5.380997178
Jhallokati,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.12029741895095,8172.0,1470.0,1,58,1,28,7,23,2.625550661
Jhenaidah,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.610696044717759,13356.0,1470.0,1,58,1,28,7,24,6.080862534
Joypurhat,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.062595033026967,2826.0,1470.0,1,58,1,28,7,25,4.299363057
Khagrachari,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.126869184114185,8226.0,1470.0,1,58,1,28,7,26,1.934354486
Khulna,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.013715156042802,7344.0,1470.0,1,58,1,28,7,27,3.600490196
Kishoreganj,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.683579767338681,5274.0,1470.0,1,58,1,28,7,28,3.122866894
Kurigram,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.198497031265826,3240.0,1470.0,1,58,1,28,7,29,2.877777778
Kushtia,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,6.499787040655854,11952.0,1470.0,1,58,1,28,7,30,7.682228916
Lakshmipur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.5093883366279774,4428.0,1470.0,1,58,1,28,7,31,1.963414634
Lalmonirhat,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.62040086571715,4950.0,1470.0,1,58,1,28,7,32,2.265454545
Madaripur,Kharif 2,2,8.0,9.0,2.0,18.0,21.0,11.0,2.487819740886103,0.7463459222658311,70.0,-0.8660254037844385,-0.5000000000000004,5.170483995038151,3150.0,1470.0,1,58,1,28,7,33,3.508571429
